Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month-Year,Age Group,Cost per Unit,Inventory Days,Profit Margin %,Inventory Turnover
600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000,2023-10,Senior,399.89,57,20.02,0.04
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30,2023-04,Youth,22.66,19,24.47,0.05
602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,2023-12,Youth,221.51,59,26.16,0.02
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,2023-07,Adult,24.89,38,17.03,0.08
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,2023-09,Young Adult,37.74,12,24.52,0.33
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,2023-07,Adult,391.88,54,21.62,0.04
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,2023-05,Youth,42.83,31,14.34,0.03
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,2023-03,Senior,21.74,56,13.04,0.05
608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,2023-12,Senior,441.15,36,11.77,0.08
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,2023-12,Adult,38.06,81,23.88,0.02
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,2023-01,Young Adult,228.7,27,23.77,0.07
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,2023-02,Senior,392.13,67,21.57,0.04
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,2023-08,Senior,376.29,59,24.74,0.02
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,2023-04,Senior,21.95,80,26.83,0.04
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,2023-04,Adult,226.87,41,24.38,0.1
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,2023-12,Senior,19.69,32,21.24,0.12
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,2023-09,Adult,39.68,15,20.64,0.13
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,2023-08,Young Adult,22.68,25,24.4,0.04
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,2023-01,Young Adult,35.54,21,28.92,0.05
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,2023-10,Adult,21.57,26,13.72,0.15
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,2023-05,Senior,21.28,37,14.88,0.08
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,2023-03,Adult,447.42,44,10.52,0.05
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,2023-08,Adult,19.43,49,22.28,0.06
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,2023-03,Young Adult,40.72,11,18.56,0.27
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,2023-08,Young Adult,258.36,89,13.88,0.03
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,2023-12,Young Adult,231.21,46,22.93,0.02
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,2023-09,Young Adult,444.99,46,11.0,0.09
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,2023-10,Senior,39.32,65,21.36,0.02
628,2023-11-01,CUST628,Female,19,Beauty,4,50,200,2023-11,Youth,37.33,75,25.34,0.05
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,2023-06,Senior,22.17,71,11.32,0.03
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,2023-08,Adult,36.66,36,26.68,0.06
631,2023-11-10,CUST631,Male,56,Electronics,3,30,90,2023-11,Senior,25.33,69,15.57,0.04
632,2023-09-16,CUST632,Female,26,Electronics,4,25,100,2023-09,Young Adult,22.4,61,10.4,0.07
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,2023-08,Adult,21.83,15,27.23,0.27
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000,2023-10,Senior,363.27,68,27.35,0.06
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,2023-08,Senior,232.13,89,22.62,0.03
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500,2023-03,Youth,353.18,20,29.36,0.15
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,2023-09,Adult,227.68,10,24.11,0.2
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,2023-08,Adult,419.99,79,16.0,0.01
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,2023-05,Senior,39.48,74,21.04,0.05
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,2023-05,Senior,25.64,49,14.53,0.08
641,2023-11-23,CUST641,Female,40,Electronics,1,300,300,2023-11,Adult,245.42,61,18.19,0.02
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,2023-05,Senior,18.05,82,27.8,0.05
643,2023-09-24,CUST643,Female,28,Electronics,3,30,90,2023-09,Young Adult,23.26,17,22.47,0.18
644,2023-09-06,CUST644,Male,23,Beauty,3,25,75,2023-09,Youth,21.4,66,14.4,0.05
645,2023-11-17,CUST645,Female,35,Electronics,4,30,120,2023-11,Young Adult,22.98,24,23.4,0.17
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90,2023-05,Adult,24.03,36,19.9,0.08
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500,2023-05,Senior,429.85,89,14.03,0.03
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200,2023-08,Senior,231.12,39,22.96,0.1
649,2023-02-09,CUST649,Female,58,Clothing,2,300,600,2023-02,Senior,267.52,44,10.83,0.05
650,2024-01-01,CUST650,Male,55,Electronics,1,30,30,2024-01,Senior,22.44,80,25.2,0.01
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150,2023-05,Senior,37.64,85,24.72,0.04
652,2023-05-01,CUST652,Female,34,Beauty,2,50,100,2023-05,Young Adult,39.21,78,21.58,0.03
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75,2023-05,Senior,20.58,39,17.68,0.08
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75,2023-06,Adult,17.72,59,29.12,0.05
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500,2023-06,Senior,402.63,90,19.47,0.01
656,2023-10-04,CUST656,Male,29,Beauty,3,30,90,2023-10,Young Adult,25.65,10,14.5,0.3
657,2023-02-11,CUST657,Male,40,Clothing,1,25,25,2023-02,Adult,17.56,54,29.76,0.02
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25,2023-03,Senior,20.29,65,18.84,0.02
659,2023-03-19,CUST659,Female,39,Electronics,1,30,30,2023-03,Adult,22.32,84,25.6,0.01
660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000,2023-04,Adult,353.61,37,29.28,0.05
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,2023-07,Adult,21.49,50,14.04,0.08
662,2023-12-22,CUST662,Male,48,Beauty,2,500,1000,2023-12,Adult,418.36,70,16.33,0.03
663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200,2023-03,Youth,266.43,46,11.19,0.09
664,2023-12-28,CUST664,Female,44,Clothing,4,500,2000,2023-12,Adult,398.37,58,20.33,0.07
665,2023-04-20,CUST665,Male,57,Clothing,1,50,50,2023-04,Senior,35.97,53,28.06,0.02
666,2023-02-02,CUST666,Male,51,Electronics,3,50,150,2023-02,Senior,40.05,90,19.9,0.03
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500,2023-08,Young Adult,370.76,68,25.85,0.01
668,2023-07-28,CUST668,Female,62,Electronics,3,50,150,2023-07,Senior,37.48,88,25.04,0.03
669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200,2023-06,Youth,246.88,48,17.71,0.08
670,2023-10-05,CUST670,Male,27,Beauty,1,30,30,2023-10,Young Adult,23.37,40,22.1,0.02
671,2023-08-27,CUST671,Male,62,Electronics,3,50,150,2023-08,Senior,40.78,81,18.44,0.04
672,2023-08-01,CUST672,Female,34,Beauty,2,50,100,2023-08,Young Adult,37.04,24,25.92,0.08
673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500,2023-02,Adult,376.93,77,24.61,0.04
674,2023-04-16,CUST674,Female,38,Clothing,1,300,300,2023-04,Adult,249.18,84,16.94,0.01
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60,2023-08,Adult,24.96,52,16.8,0.04
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,2023-07,Senior,386.39,38,22.72,0.08
677,2023-10-27,CUST677,Female,19,Beauty,3,500,1500,2023-10,Youth,426.1,16,14.78,0.19
678,2023-12-23,CUST678,Female,60,Electronics,3,300,900,2023-12,Senior,226.92,29,24.36,0.1
679,2023-01-11,CUST679,Female,18,Beauty,3,30,90,2023-01,Teen,25.81,66,13.97,0.05
680,2023-10-22,CUST680,Female,53,Clothing,3,300,900,2023-10,Senior,216.71,40,27.76,0.08
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,2023-07,Adult,21.96,67,26.8,0.03
682,2023-09-02,CUST682,Male,46,Beauty,4,300,1200,2023-09,Adult,234.02,25,21.99,0.16
683,2023-01-04,CUST683,Male,38,Beauty,2,500,1000,2023-01,Adult,396.8,16,20.64,0.12
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000,2023-06,Young Adult,395.73,32,20.85,0.06
685,2023-06-02,CUST685,Male,57,Electronics,2,25,50,2023-06,Senior,22.04,68,11.84,0.03
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200,2023-07,Young Adult,37.45,10,25.1,0.4
687,2023-08-03,CUST687,Female,53,Electronics,1,300,300,2023-08,Senior,257.36,26,14.21,0.04
688,2023-10-03,CUST688,Male,56,Clothing,4,25,100,2023-10,Senior,18.14,63,27.44,0.06
689,2023-10-07,CUST689,Male,57,Electronics,2,50,100,2023-10,Senior,39.76,52,20.48,0.04
690,2023-11-05,CUST690,Female,52,Clothing,3,300,900,2023-11,Senior,225.94,58,24.69,0.05
691,2023-04-23,CUST691,Female,51,Clothing,3,30,90,2023-04,Senior,25.56,44,14.8,0.07
692,2023-09-07,CUST692,Female,64,Clothing,2,50,100,2023-09,Senior,41.3,77,17.4,0.03
693,2023-04-23,CUST693,Male,41,Beauty,3,500,1500,2023-04,Adult,432.14,20,13.57,0.15
694,2023-05-20,CUST694,Female,39,Electronics,2,25,50,2023-05,Adult,19.67,38,21.32,0.05
695,2023-08-12,CUST695,Female,22,Electronics,3,50,150,2023-08,Youth,40.52,45,18.96,0.07
696,2023-09-06,CUST696,Female,50,Clothing,4,50,200,2023-09,Adult,44.11,77,11.78,0.05
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500,2023-01,Senior,373.31,89,25.34,0.01
698,2023-07-19,CUST698,Female,64,Electronics,1,300,300,2023-07,Senior,210.21,21,29.93,0.05
699,2023-06-22,CUST699,Female,37,Clothing,4,30,120,2023-06,Adult,23.16,37,22.8,0.11
700,2023-12-09,CUST700,Male,36,Electronics,4,500,2000,2023-12,Adult,387.97,37,22.41,0.11
701,2023-12-14,CUST701,Female,52,Beauty,2,30,60,2023-12,Senior,26.66,41,11.13,0.05
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600,2023-07,Senior,245.16,64,18.28,0.03
703,2023-03-26,CUST703,Male,34,Electronics,2,50,100,2023-03,Young Adult,38.62,10,22.76,0.2
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90,2023-08,Senior,23.99,72,20.03,0.04
705,2023-03-07,CUST705,Male,60,Electronics,2,25,50,2023-03,Senior,19.15,63,23.4,0.03
706,2023-11-15,CUST706,Male,51,Electronics,4,25,100,2023-11,Senior,19.2,84,23.2,0.05
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500,2023-10,Young Adult,436.14,57,12.77,0.02
708,2023-01-14,CUST708,Female,43,Beauty,3,300,900,2023-01,Adult,212.98,56,29.01,0.05
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000,2023-07,Youth,373.22,80,25.36,0.02
710,2023-10-31,CUST710,Female,26,Electronics,3,500,1500,2023-10,Young Adult,406.86,36,18.63,0.08
711,2023-10-16,CUST711,Male,26,Electronics,3,500,1500,2023-10,Young Adult,437.94,69,12.41,0.04
712,2023-12-06,CUST712,Female,57,Beauty,2,25,50,2023-12,Senior,19.82,24,20.72,0.08
713,2023-01-14,CUST713,Male,34,Beauty,3,25,75,2023-01,Young Adult,18.88,65,24.48,0.05
714,2023-02-12,CUST714,Female,18,Clothing,1,500,500,2023-02,Teen,372.86,72,25.43,0.01
715,2023-11-26,CUST715,Female,42,Beauty,4,25,100,2023-11,Adult,21.08,29,15.68,0.14
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200,2023-08,Senior,233.0,41,22.33,0.1
717,2023-03-11,CUST717,Male,57,Clothing,1,500,500,2023-03,Senior,424.7,66,15.06,0.02
718,2023-08-25,CUST718,Female,59,Beauty,3,25,75,2023-08,Senior,22.3,15,10.8,0.2
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60,2023-04,Adult,22.79,58,24.03,0.03
720,2023-01-26,CUST720,Female,56,Beauty,3,500,1500,2023-01,Senior,439.87,74,12.03,0.04
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500,2023-05,Senior,446.28,78,10.74,0.01
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900,2023-07,Youth,224.4,71,25.2,0.04
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200,2023-06,Senior,42.56,62,14.88,0.06
724,2023-04-19,CUST724,Male,61,Clothing,3,50,150,2023-04,Senior,42.98,32,14.04,0.09
725,2023-08-21,CUST725,Male,61,Electronics,1,300,300,2023-08,Senior,262.83,52,12.39,0.02
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200,2023-06,Adult,217.63,39,27.46,0.1
727,2023-06-22,CUST727,Male,55,Beauty,3,300,900,2023-06,Senior,254.8,21,15.07,0.14
728,2023-07-14,CUST728,Male,51,Electronics,3,50,150,2023-07,Senior,38.77,74,22.46,0.04
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200,2023-05,Young Adult,258.08,66,13.97,0.06
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50,2023-08,Adult,22.38,60,10.48,0.03
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000,2023-05,Senior,358.0,37,28.4,0.11
732,2023-02-11,CUST732,Male,61,Electronics,2,500,1000,2023-02,Senior,439.57,39,12.09,0.05
733,2023-08-29,CUST733,Male,34,Beauty,1,30,30,2023-08,Young Adult,24.32,11,18.93,0.09
734,2023-01-10,CUST734,Female,27,Clothing,1,30,30,2023-01,Young Adult,26.72,18,10.93,0.06
735,2023-10-04,CUST735,Female,64,Clothing,4,500,2000,2023-10,Senior,443.1,15,11.38,0.27
736,2023-01-27,CUST736,Male,29,Clothing,4,25,100,2023-01,Young Adult,20.47,44,18.12,0.09
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50,2023-06,Young Adult,39.03,88,21.94,0.01
738,2023-04-25,CUST738,Male,41,Clothing,2,50,100,2023-04,Adult,41.28,56,17.44,0.04
739,2023-11-29,CUST739,Male,36,Beauty,1,25,25,2023-11,Adult,19.95,12,20.2,0.08
740,2023-02-05,CUST740,Female,25,Beauty,4,50,200,2023-02,Youth,36.25,77,27.5,0.05
741,2023-11-30,CUST741,Male,48,Clothing,1,300,300,2023-11,Adult,218.16,11,27.28,0.09
742,2023-01-21,CUST742,Female,38,Electronics,4,500,2000,2023-01,Adult,431.55,63,13.69,0.06
743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000,2023-01,Young Adult,434.83,31,13.03,0.13
744,2023-05-07,CUST744,Male,40,Electronics,1,25,25,2023-05,Adult,19.62,80,21.52,0.01
745,2023-04-13,CUST745,Male,54,Beauty,2,50,100,2023-04,Senior,44.05,82,11.9,0.02
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90,2023-01,Young Adult,24.14,22,19.53,0.14
747,2023-11-15,CUST747,Male,23,Beauty,1,30,30,2023-11,Youth,21.41,28,28.63,0.04
748,2023-03-20,CUST748,Male,25,Clothing,3,50,150,2023-03,Youth,39.42,67,21.16,0.04
749,2023-05-03,CUST749,Male,42,Beauty,1,30,30,2023-05,Adult,24.91,13,16.97,0.08
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75,2023-03,Young Adult,18.59,54,25.64,0.06
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,2023-08,Adult,19.8,66,20.8,0.03
752,2023-12-09,CUST752,Male,29,Clothing,2,50,100,2023-12,Young Adult,40.93,29,18.14,0.07
753,2023-02-28,CUST753,Female,32,Clothing,1,30,30,2023-02,Young Adult,26.08,74,13.07,0.01
754,2023-10-16,CUST754,Female,43,Electronics,4,25,100,2023-10,Adult,20.06,48,19.76,0.08
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75,2023-04,Senior,19.54,18,21.84,0.17
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,2023-08,Senior,263.83,69,12.06,0.06
757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200,2023-12,Adult,240.06,29,19.98,0.14
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,2023-05,Senior,19.36,30,22.56,0.13
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,2023-07,Adult,41.8,56,16.4,0.04
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500,2023-03,Young Adult,382.04,37,23.59,0.03
761,2023-11-07,CUST761,Female,33,Clothing,1,500,500,2023-11,Young Adult,358.46,59,28.31,0.02
762,2023-11-07,CUST762,Female,24,Electronics,2,25,50,2023-11,Youth,17.63,61,29.48,0.03
763,2023-02-28,CUST763,Male,34,Clothing,2,25,50,2023-02,Young Adult,19.92,34,20.32,0.06
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25,2023-03,Adult,19.1,51,23.6,0.02
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,2023-06,Adult,40.68,89,18.64,0.04
766,2023-02-25,CUST766,Male,38,Electronics,3,300,900,2023-02,Adult,234.85,21,21.72,0.14
767,2023-10-24,CUST767,Male,39,Beauty,3,25,75,2023-10,Adult,17.71,37,29.16,0.08
768,2023-01-14,CUST768,Female,24,Beauty,3,25,75,2023-01,Youth,18.24,76,27.04,0.04
769,2023-06-09,CUST769,Female,31,Electronics,4,30,120,2023-06,Young Adult,23.21,32,22.63,0.12
770,2023-10-22,CUST770,Male,32,Clothing,1,50,50,2023-10,Young Adult,40.05,42,19.9,0.02
771,2023-12-13,CUST771,Male,24,Electronics,2,25,50,2023-12,Youth,21.01,36,15.96,0.06
772,2023-07-12,CUST772,Male,26,Electronics,1,30,30,2023-07,Young Adult,22.5,80,25.0,0.01
773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000,2023-07,Youth,381.35,69,23.73,0.06
774,2023-04-12,CUST774,Female,40,Clothing,2,25,50,2023-04,Adult,21.76,33,12.96,0.06
775,2023-02-08,CUST775,Female,46,Electronics,4,25,100,2023-02,Adult,19.63,68,21.48,0.06
776,2023-10-31,CUST776,Male,35,Clothing,3,30,90,2023-10,Young Adult,22.26,80,25.8,0.04
777,2023-12-20,CUST777,Male,48,Electronics,3,50,150,2023-12,Adult,35.67,46,28.66,0.07
778,2023-11-18,CUST778,Female,47,Beauty,4,25,100,2023-11,Adult,17.51,17,29.96,0.24
779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000,2023-05,Senior,428.9,69,14.22,0.03
780,2023-02-22,CUST780,Male,52,Electronics,2,25,50,2023-02,Senior,20.22,16,19.12,0.12
781,2023-12-23,CUST781,Male,35,Beauty,1,500,500,2023-12,Young Adult,445.18,28,10.96,0.04
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900,2023-06,Senior,263.91,88,12.03,0.03
783,2023-12-17,CUST783,Female,56,Clothing,1,300,300,2023-12,Senior,227.79,32,24.07,0.03
784,2023-11-04,CUST784,Female,34,Electronics,1,500,500,2023-11,Young Adult,426.34,45,14.73,0.02
785,2023-03-03,CUST785,Female,31,Beauty,4,50,200,2023-03,Young Adult,44.74,31,10.52,0.13
786,2023-10-17,CUST786,Male,48,Clothing,4,25,100,2023-10,Adult,21.69,88,13.24,0.05
787,2023-01-22,CUST787,Male,41,Electronics,1,25,25,2023-01,Adult,20.83,73,16.68,0.01
788,2023-06-27,CUST788,Female,52,Beauty,3,300,900,2023-06,Senior,212.78,20,29.07,0.15
789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000,2023-09,Senior,425.73,37,14.85,0.11
790,2023-08-08,CUST790,Male,62,Clothing,1,25,25,2023-08,Senior,17.8,51,28.8,0.02
791,2023-12-05,CUST791,Female,51,Beauty,1,25,25,2023-12,Senior,20.04,67,19.84,0.01
792,2023-07-09,CUST792,Female,20,Beauty,1,50,50,2023-07,Youth,35.75,64,28.5,0.02
793,2023-02-05,CUST793,Male,54,Beauty,1,30,30,2023-02,Senior,22.79,30,24.03,0.03
794,2023-09-17,CUST794,Female,60,Beauty,1,300,300,2023-09,Senior,256.0,25,14.67,0.04
795,2023-11-28,CUST795,Male,57,Electronics,1,300,300,2023-11,Senior,255.39,40,14.87,0.02
796,2023-06-24,CUST796,Male,43,Beauty,4,30,120,2023-06,Adult,24.84,31,17.2,0.13
797,2023-01-07,CUST797,Male,40,Clothing,3,25,75,2023-01,Adult,18.14,17,27.44,0.18
798,2023-08-04,CUST798,Male,61,Clothing,1,50,50,2023-08,Senior,40.2,17,19.6,0.06
799,2023-09-08,CUST799,Male,56,Electronics,2,50,100,2023-09,Senior,36.3,32,27.4,0.06
